student_id,course,branch,cgpa,skills,interests,projects,certifications,career_goal
S02008,MBA,DS,7.68,"Digital Marketing, Project Management, Leadership","Pharma Research, IoT","Finance Forecasting Model, Startup Business Plan, Market Analysis Project","Digital Marketing Certification, Project Management Professional",Product Manager
S02009,M.Tech,DS,8.42,"Deep Learning, Research, PyTorch, Big Data",Business Analytics,"AI-based Energy Optimization, NLP Chatbot System, Smart Grid Simulation","IBM AI Engineering, Deep Learning Specialization",AI Engineer
S02010,B.Tech,Pharmacy,9.14,"Cloud Computing, HTML, C++","Robotics, Networking","E-commerce Backend, Chatbot Assistant, Portfolio Website","AWS Cloud Practitioner, Microsoft Azure Fundamentals, Google Data Analytics",Web Developer
S02011,M.Pharm,Pharmacy,9.25,"Pharmacology, Research, Drug Formulation, Quality Assurance","Cybersecurity, Pharma Research","Clinical Data Analytics, Drug Formulation Study, Pharma R&D Project","Clinical Data Management, Advanced Pharmacology",Pharma Researcher
S02012,B.Arch,Architecture,8.61,"Urban Planning, SketchUp, 3D Modeling, AutoCAD, Revit","AI, Business Analytics","Green Building Model, 3D City Design, Bridge Design Simulation","Autodesk AutoCAD Certification, Revit Professional, Urban Design Certification",Architect
S02013,B.Pharm,Pharmacy,8.11,"Quality Control, Drug Safety, Pharmaceutical Chemistry","Data Science, App Development","Pharma Drug Stability Study, Clinical Research Report","Clinical Research Certification, Drug Development Process, Pharma Quality Cert",Quality Assurance Engineer
S02014,MCA,AI,9.77,"Java, Web Development, Python, Node.js, React","Networking, Cybersecurity","Inventory Management System, React Dashboard","Full Stack Developer Cert, Meta Front-End Developer",Web Developer
S02015,B.Pharm,Pharmacy,9.13,"Lab Techniques, Pharmaceutical Chemistry, Biostatistics, Quality Control","AI, Cybersecurity","Tablet Dissolution Test, Pharma Drug Stability Study","Clinical Research Certification, Drug Development Process, Pharma Quality Cert",Quality Assurance Engineer
S02016,M.Tech,ME,8.02,"Big Data, Deep Learning, TensorFlow, Research","Business Analytics, Pharma Research","Smart Grid Simulation, Deep Learning Research","Big Data Hadoop, TensorFlow Developer",AI Engineer
S02017,MCA,CSE,6.74,"Node.js, Data Structures, Python, React","App Development, Business Analytics","React Dashboard, Online Exam Portal","Coursera Python for Everybody, Full Stack Developer Cert, Meta Front-End Developer",Web Developer
S02018,B.Tech,AI,8.19,"HTML, SQL, Python, C++, CSS",Cybersecurity,"Chatbot Assistant, Loan Prediction Model, IoT Home Automation","AWS Cloud Practitioner, Cisco Networking Basics, Google Data Analytics",Data Analyst
S02019,B.Arch,Architecture,6.62,"AutoCAD, SketchUp, 3D Modeling, Architectural Design, Urban Planning",AI,"3D City Design, Green Building Model","3DS Max Design, Revit Professional, Autodesk AutoCAD Certification",Architect
S02020,B.Tech,Pharmacy,8.33,"C++, HTML, Machine Learning, CSS, Python",Pharma Research,"Portfolio Website, E-commerce Backend, Loan Prediction Model","AWS Cloud Practitioner, Microsoft Azure Fundamentals",AI Engineer
S02021,M.Tech,IT,8.18,"Python, Big Data, Research, Deep Learning",Data Science,"AI-based Energy Optimization, Smart Grid Simulation","IBM AI Engineering, TensorFlow Developer, Big Data Hadoop",AI Engineer
S02022,B.Tech,CSE,8.21,"HTML, Machine Learning, AutoCAD","App Development, Networking","Chatbot Assistant, E-commerce Backend, IoT Home Automation","AWS Cloud Practitioner, Microsoft Azure Fundamentals, Google Data Analytics",AI Engineer
S02023,B.Pharm,Pharmacy,7.29,"Lab Techniques, Quality Control, Drug Safety, Pharmaceutical Chemistry, Biostatistics",Networking,"Tablet Dissolution Test, Pharma Drug Stability Study","Drug Development Process, Pharma Quality Cert",Quality Assurance Engineer
S02024,B.Arch,Architecture,9.32,"Revit, AutoCAD, Urban Planning, Architectural Design, SketchUp","Pharma Research, Cybersecurity","Urban Housing Layout, 3D City Design, Bridge Design Simulation","Revit Professional, Autodesk AutoCAD Certification",Architect
S02025,B.Tech,DS,7.65,"Cloud Computing, HTML, Machine Learning, Java, AutoCAD","IoT, Data Science","Loan Prediction Model, IoT Home Automation, Chatbot Assistant","Google Data Analytics, Microsoft Azure Fundamentals, AWS Cloud Practitioner",AI Engineer
S02026,MCA,DS,6.53,"Django, React, Data Structures, Java",Civil Planning,"React Dashboard, Online Exam Portal","Full Stack Developer Cert, Coursera Python for Everybody, Meta Front-End Developer",Web Developer
S02027,B.Arch,Architecture,7.98,"AutoCAD, Architectural Design, SketchUp",Cybersecurity,"Bridge Design Simulation, 3D City Design, Green Building Model","Urban Design Certification, Revit Professional, 3DS Max Design",Architect
S02028,M.Pharm,Pharmacy,6.7,"Pharmacology, Drug Formulation, Quality Assurance, Clinical Trials",Robotics,"Drug Formulation Study, Clinical Data Analytics","Quality Assurance Certification, Advanced Pharmacology, Clinical Data Management",Quality Assurance Engineer
S02029,B.Pharm,Pharmacy,7.11,"Lab Techniques, Drug Safety, Biostatistics, Quality Control","Cybersecurity, Robotics","Tablet Dissolution Test, Clinical Research Report","Pharma Quality Cert, Clinical Research Certification",Quality Assurance Engineer
S02030,B.Pharm,Pharmacy,9.3,"Quality Control, Lab Techniques, Drug Safety",Civil Planning,"Pharma Drug Stability Study, Tablet Dissolution Test","Clinical Research Certification, Drug Development Process, Pharma Quality Cert",Quality Assurance Engineer
S02031,B.Tech,ECE,9.55,"JavaScript, Java, Cloud Computing","Civil Planning, App Development","IoT Home Automation, E-commerce Backend","AWS Cloud Practitioner, Cisco Networking Basics",Web Developer
S02032,B.Pharm,Pharmacy,9.19,"Lab Techniques, Drug Safety, Quality Control","Networking, App Development","Tablet Dissolution Test, Clinical Research Report, Pharma Drug Stability Study","Clinical Research Certification, Pharma Quality Cert, Drug Development Process",Quality Assurance Engineer
S02033,MCA,EEE,6.79,"React, Web Development, Data Structures, Node.js, Django",Networking,"Web Application System, Online Exam Portal, React Dashboard","Coursera Python for Everybody, Full Stack Developer Cert",Web Developer
S02034,B.Tech,ME,6.78,"C++, HTML, AutoCAD, JavaScript","Networking, Civil Planning","Loan Prediction Model, Chatbot Assistant","AWS Cloud Practitioner, Cisco Networking Basics",Web Developer
S02035,B.Tech,DS,8.66,"C++, CSS, Python","Pharma Research, Product Management","Loan Prediction Model, E-commerce Backend","Microsoft Azure Fundamentals, Cisco Networking Basics, Google Data Analytics",Web Developer
S02036,B.Tech,CE,9.28,"Python, Java, CSS","AI, Product Management","Portfolio Website, E-commerce Backend","AWS Cloud Practitioner, Cisco Networking Basics, Google Data Analytics",AI Engineer
S02037,B.Tech,EEE,8.12,"JavaScript, AutoCAD, Java, HTML, Python",Networking,"IoT Home Automation, Chatbot Assistant, E-commerce Backend","Cisco Networking Basics, AWS Cloud Practitioner",Web Developer
S02038,M.Tech,ME,9.43,"Python, PyTorch, Deep Learning","Networking, Business Analytics","Deep Learning Research, NLP Chatbot System","Big Data Hadoop, IBM AI Engineering",AI Engineer
S02039,B.Arch,Architecture,6.58,"Revit, Urban Planning, AutoCAD, SketchUp","Pharma Research, Networking","3D City Design, Green Building Model","Urban Design Certification, Autodesk AutoCAD Certification, Revit Professional",Architect
S02040,B.Pharm,Pharmacy,7.28,"Drug Safety, Biostatistics, Quality Control","Robotics, Urban Design","Tablet Dissolution Test, Clinical Research Report","Drug Development Process, Pharma Quality Cert, Clinical Research Certification",Quality Assurance Engineer
S02041,B.Arch,Architecture,7.5,"SketchUp, Architectural Design, Revit, AutoCAD, 3D Modeling","Civil Planning, IoT","Bridge Design Simulation, Green Building Model, Urban Housing Layout","3DS Max Design, Autodesk AutoCAD Certification",Architect
S02042,B.Pharm,Pharmacy,7.48,"Pharmaceutical Chemistry, Biostatistics, Quality Control, Lab Techniques, Drug Safety","Pharma Research, Networking","Pharma Drug Stability Study, Clinical Research Report","Drug Development Process, Pharma Quality Cert",Pharma Researcher
S02043,M.Pharm,Pharmacy,8.53,"Drug Formulation, Research, Quality Assurance, Clinical Trials, Pharmacology",AI,"Drug Formulation Study, Drug Toxicity Analysis","Clinical Data Management, Quality Assurance Certification",Pharma Researcher
S02044,MBA,IT,6.79,"Project Management, Digital Marketing, Leadership, Business Analysis",AI,"HR Analytics, Startup Business Plan, Finance Forecasting Model","Six Sigma, Google Business Analytics, Digital Marketing Certification",Product Manager
S02045,B.Pharm,Pharmacy,9.57,"Biostatistics, Drug Safety, Lab Techniques, Pharmaceutical Chemistry",Civil Planning,"Pharma Drug Stability Study, Clinical Research Report, Tablet Dissolution Test","Drug Development Process, Clinical Research Certification, Pharma Quality Cert",Quality Assurance Engineer
S02046,MCA,ME,6.84,"Python, Data Structures, React, Java","IoT, Data Science","React Dashboard, Online Exam Portal, Web Application System","Full Stack Developer Cert, Meta Front-End Developer, Coursera Python for Everybody",Web Developer
S02047,M.Tech,IT,9.82,"AI, TensorFlow, Research, Big Data, Python","Web Development, AI","Smart Grid Simulation, AI-based Energy Optimization","Deep Learning Specialization, Big Data Hadoop",AI Engineer
S02048,B.Tech,CE,7.59,"C++, SQL, AutoCAD, Java, Machine Learning","AI, Networking","IoT Home Automation, Portfolio Website","AWS Cloud Practitioner, Microsoft Azure Fundamentals",AI Engineer
S02049,M.Pharm,Pharmacy,9.62,"Clinical Trials, Drug Formulation, Pharmacology, Quality Assurance",Product Management,"Pharma R&D Project, Drug Toxicity Analysis, Clinical Data Analytics","Advanced Pharmacology, Clinical Data Management",Pharma Researcher
S02050,M.Pharm,Pharmacy,7.97,"Clinical Trials, Pharmacology, Quality Assurance","Web Development, Product Management","Clinical Data Analytics, Pharma R&D Project","Quality Assurance Certification, Clinical Data Management, Advanced Pharmacology",Quality Assurance Engineer
S02051,MCA,CSE,7.3,"React, Java, Python","Urban Design, Product Management","Web Application System, React Dashboard, Online Exam Portal","Full Stack Developer Cert, Meta Front-End Developer",Quality Assurance Engineer
S02052,B.Tech,Pharmacy,7.87,"HTML, C++, SQL, Python, JavaScript",AI,"Portfolio Website, Loan Prediction Model","Cisco Networking Basics, AWS Cloud Practitioner, Microsoft Azure Fundamentals",AI Engineer
S02053,M.Tech,Pharmacy,6.43,"TensorFlow, AI, Deep Learning, Python","App Development, Data Science","NLP Chatbot System, Deep Learning Research","TensorFlow Developer, Big Data Hadoop",AI Engineer
S02054,MBA,CE,7.55,"Business Analysis, SQL, Leadership","Data Science, IoT","HR Analytics, Finance Forecasting Model, Market Analysis Project","Digital Marketing Certification, Six Sigma, Google Business Analytics",Product Manager
S02055,B.Arch,Architecture,6.58,"SketchUp, AutoCAD, Urban Planning, 3D Modeling","Business Analytics, AI","Green Building Model, Bridge Design Simulation","Autodesk AutoCAD Certification, Urban Design Certification, 3DS Max Design",Architect
S02056,B.Arch,Architecture,9.52,"3D Modeling, Architectural Design, Urban Planning, AutoCAD, SketchUp",Civil Planning,"Urban Housing Layout, Green Building Model, Bridge Design Simulation","Autodesk AutoCAD Certification, Revit Professional",Architect
S02057,B.Pharm,Pharmacy,8.34,"Quality Control, Lab Techniques, Pharmaceutical Chemistry",Product Management,"Pharma Drug Stability Study, Tablet Dissolution Test","Drug Development Process, Clinical Research Certification, Pharma Quality Cert",Quality Assurance Engineer
S02058,M.Pharm,Pharmacy,9.4,"Clinical Trials, Pharmacology, Drug Formulation, Research",Web Development,"Pharma R&D Project, Drug Toxicity Analysis","Clinical Data Management, Advanced Pharmacology",Pharma Researcher
S02059,B.Arch,Architecture,7.61,"Revit, Urban Planning, AutoCAD, Architectural Design, 3D Modeling",Business Analytics,"Bridge Design Simulation, Urban Housing Layout","3DS Max Design, Urban Design Certification",Architect
S02060,MCA,CSE,9.04,"Java, Node.js, Python",Robotics,"Inventory Management System, React Dashboard, Web Application System","Full Stack Developer Cert, Meta Front-End Developer",Software Engineer
S02061,B.Tech,CE,7.88,"Machine Learning, SQL, JavaScript, HTML",AI,"Loan Prediction Model, Chatbot Assistant, Portfolio Website","Cisco Networking Basics, AWS Cloud Practitioner",Pharma Researcher
S02062,M.Tech,IT,9.07,"PyTorch, TensorFlow, Python",Web Development,"Deep Learning Research, Smart Grid Simulation, AI-based Energy Optimization","Big Data Hadoop, TensorFlow Developer",Web Developer
S02063,M.Pharm,Pharmacy,9.3,"Clinical Trials, Pharmacology, Drug Formulation, Research","Civil Planning, AI","Drug Toxicity Analysis, Pharma R&D Project, Drug Formulation Study","Advanced Pharmacology, Quality Assurance Certification",Pharma Researcher
S02064,B.Pharm,Pharmacy,7.35,"Drug Safety, Pharmaceutical Chemistry, Quality Control, Biostatistics",Business Analytics,"Tablet Dissolution Test, Pharma Drug Stability Study","Clinical Research Certification, Drug Development Process, Pharma Quality Cert",Quality Assurance Engineer
S02065,B.Pharm,Pharmacy,9.18,"Lab Techniques, Pharmaceutical Chemistry, Quality Control, Drug Safety, Biostatistics","Web Development, Business Analytics","Clinical Research Report, Pharma Drug Stability Study, Tablet Dissolution Test","Pharma Quality Cert, Clinical Research Certification, Drug Development Process",Quality Assurance Engineer
S02066,B.Tech,DS,7.02,"Python, JavaScript, HTML","Web Development, Pharma Research","Chatbot Assistant, Loan Prediction Model","Cisco Networking Basics, Google Data Analytics",Web Developer
S02067,M.Pharm,Pharmacy,8.46,"Pharmacology, Quality Assurance, Research, Drug Formulation",Business Analytics,"Drug Toxicity Analysis, Clinical Data Analytics","Clinical Data Management, Advanced Pharmacology",Pharma Researcher
S02068,B.Tech,DS,7.09,"Python, AutoCAD, C++, HTML, SQL",AI,"Portfolio Website, Chatbot Assistant","AWS Cloud Practitioner, Microsoft Azure Fundamentals, Google Data Analytics",AI Engineer
